Name;Relevance;Genre;Tags;Description;URI;Category
The Arab-Israeli Conflict: Explained;;History;;This podcast, created by a teenager and for teenagers, sorts out the facts of the Arab-Israeli Conflict. It's for listeners who have opinions but need facts. It's for those who feel ignorant. It's for those who are tired of searching for the unbiased story. It's the basics, it's the vital moments, it's the Arab-Israeli Conflict: Explained.;spotify:show:6iqmJjQii9tkRNAb7QSpGV;
The Astroholic Explains;;Science, Astronomy;;"Have you got burning questions about Space? Do you want to know more about stars, galaxies, and black holes? Well, you've come to the right place!

Dr. Alfredo and his husband Chris are here to answer burning questions about the present, past, and future of our Universe.";spotify:show:6dbgVUYZDYQ95Uci2RlCFN;
The Battle of Gettysburg Podcast;;History;;"Hosted by Historians and Licensed Battlefield Guides James Hessler and Eric Lindblade, each episode focuses on a particular aspect connected to the Gettysburg Campaign of 1863.
Edit";spotify:show:0Q3ZDfNbo4iloYXZoONeO4;
The Behavior Trap;;Science, Social Sciences;;The Behavior Trap podcast with Alan Lowe is an interview-based show that emphasizes discussions with ambitious Behavior Analyst and current practitioners that have contributed to the field of Behavioral Analysis. The podcast includes topics such as how one got into the field of Behavioral Analysis, Autism Spectrum Disorder, Verbal Behavior, Functional Analysis, Translational Research, and much more!;spotify:show:5idIqfgozWzh3LyhwpS6wL;
The Best History Blogs;;History;;"Resources
As an avid reader of history books, manuscripts, and other forms of literature, it should come as no surprise that a degree in history is a great career move to make.";spotify:show:3o02sFI6AzCpOms4hcefVQ;
The Big Fat Indian Ghotala;;News, News Commentary, Society & Culture, Documentary;;Spotify Studios presents The Big Fat Indian Ghotala, an Original Podcast series that delves into the scams a.k.a ghotalas from across the Indian spectrum ranging from call-centre scams to banking scams. This show attempts to voice the frustration faced by middle-class India by cataloging the scale and seriousness of the crimes but through a lens of satire.;spotify:show:0TbZLEvRcQNoFzWQFHddJ1;
The Blood Evidence;;Science;;"SCIENCE-CENTRIC TRUE CRIME STORIES

True crime's hot streak continues with a new podcast covering heinous stories involving murder, unexplained disappearances, and corruption within the scientific community.
Join Stacey, a molecular scientist, every week to explore a new case with fact-based, entertaining storytelling.
*This podcast contains adult themes and content that may not be appropriate for all audiences. Listener discretion is advised.*";spotify:show:4ymYkiDhznGzvJjYGrcchO;
The Boys;;Society & Culture, Documentary;;A look at what goes on in a group of teenage boys’ life. What’s it like ?;spotify:show:45nUNTYfv49FzZ7nETgsmc;
The Broken History Podcast ;;History;;"Hey everyone, I’m Matthew a historian of the Antebellum south and American Slavery and former Park Ranger with the National Park Service. While obtaining my degree at the University of Mississippi I realized that most people believe in what I like to call broken history; history that is not entirely wrong but not completely true. This podcast will be about debunking the untruths we were all taught. Along the way we will talk to a variety of historians and take listener recommendations for episodes and answer any questions. So send in your questions and ideas to brokenhistorypodcast@gmail.com";spotify:show:4VuSbRVkxBqbaqvozTAZHz;
The Caffeinated Backpacker;;Science, Nature;;"This podcast is geared towards those who love talking about backpacking and hiking while sipping on a delicious cup of coffee. We will break down backpacking trips and discuss the nitty gritty exciting and scary moments on the trail. 

If you love nature, coffee and talking about both of those, then this podcast is right for you. Our goal is to give you something to listen to while driving to work or cooking dinner.";spotify:show:4Du0LbXvi8I6Lwna133rbv;
The Chernobyl Catastrophe Podcast;;Science;;This podcast is about why Chernobyl happened, how it could have been prevented, and scientific advances since then. Created by Dominic Cardenas, Mason Pinon, and Grant Robertson;spotify:show:1nAmndXMzqVUbxPUWP1S1J;
The Controversial Exchange;;Science;;The tougher conversations about human behavior.;spotify:show:6t5kMLBUyv8sbPGLqal8SF;
The Crescive Method;;Science, Natural Sciences;;In this episode we discuss thermal compost mentoring with Sara;spotify:show:7buQvszwzFj6OIt25brtiz;
The Cyclo Edition;;Science, Natural Sciences;;The Cyclo Edition is the podcast for those looking to go above and beyond in their understanding of organic chemistry literature. In each episode we break down a recently published paper and detail the background, explain the breakthrough, and analyze the broader impacts of the paper on the field.;spotify:show:0ZzTZLzFbCy5HG3sxfysPB;
The Dark Side Of;;Society & Culture, True Crime, History;;Most people have no idea what's hiding behind their favorite things. We dig deep into everything from charities to the Founding Fathers to the Bible, and turn up disturbing stories and salacious details. From the Space Race to the Wizard of Oz, there might just be a dark side to everything. The Dark Side Of​ is a production of Cutler Media and part of the Parcast Network.;spotify:show:0at0IZJtlav1KQDxaTsmj6;
The Death Dialogues Project Podcast;;Society & Culture, Documentary;;"“I love how real these episodes are. . .” 

“This podcast was like a beacon of light when I needed it most.” 

A grassroots movement getting conversations about death, dying & the aftermath out of the closet. 

Becky Aud-Jennison, DeathTalker, has worked for the past four decades as a therapist, instructor, presenter, writer—interfacing with Death professionally—it was her own deep loss that motivated her to start this project.

Hearing others’ STORIES are what informs us. 

Join us as we talk all things Death. 

Follow:
www.deathdialogues.net
Find us on IG & FB 

.";spotify:show:634sQX4NMfMF61U960Q9ng;
The Display of the Future Might Be in Your Contact Lens;;Science;;Technology talks;spotify:show:3wUYUDfjp5Omv7yZIgHeHK;
The Dissenter;;Science;;"My name is Ricardo Lopes, and I am from Portugal. I started my project, The Dissenter, in February 2018, in which I’m trying to bring people interviews and talks with intellectuals and academics from a variety of areas and disciplines, ranging from the Arts and Philosophy to the Social Sciences and Biology. You will certainly find a subject of your interest covered here.

This is also a space to promote the open market of ideas, as well as the free expression of all people who pretend to express themselves in a politically incorrect manner.";spotify:show:6u7adYbnx4jKTRxsMnh06Y;
The Entheogenic Midwife;;Science;;"This Podcast is a Divine Feminine Portal into the realms of Psilocybin Mushrooms and Sacred Plant Medicines. We delve in the Sacred arts of Healing, Spirituality, Holistic Health & Community.  Support this podcast: <a href=""https://anchor.fm/theentheogenicmidwife/support"" rel=""payment"">https://anchor.fm/theentheogenicmidwife/support</a>";spotify:show:29FupYiykkuS4IeePyTU9n;
The Fantastic History Of Food;;History;;"Stories of the fun, bizarre and often ridiculous history of food. 

Packed with interesting tales like ‘The Man Who Ate King Louis XIV’s Heart’ and ‘The German Coconut Cult’.

Join me as we explore The Fantastic History of Food.

Show your support by signing up on Patreon: http://bit.ly/3382PF5

- Get Early Access To Episodes
- Bonus Content Incl. Interviews &amp; Unaired Episodes
- Free Merch Items 
- + So Much More!

Contact me on foodhistorypod@gmail.com
Website: www.foodhistorypodcast.com";spotify:show:2CfNtOfcwbuHKaqDcx2sBc;
The Farthest Reaches;;History;;From the supernatural and paranormal, to conspiracies, and lore behind your favorite games and movies, let us take you on an expedition to the part of our world that is shrouded in mystery. Come with us, into the farthest reaches of the unknown!;spotify:show:2I52lQSOy6JNsolYuFKj6I;
The Genealogical Gentleman;;History;;Shaquan McDowell is a graduate of history, former MTV contributor, and New York Times feature, who has been exploring genealogy for over 12 years. He now has turned his efforts toward taking an investigative look at common people and the common histories that make each of them who they are. Join Shaquan as The Genealogical Gentleman;spotify:show:1lXPX1ojco5UAcKA510xW4;
The Glenn Williams Show;;Society & Culture, Documentary;;Maturation of a young man, and more on life.;spotify:show:7sPeIx54V8hCxSrVJXNLlM;
The Habit Podcast;;Science, Social Sciences;;A podcast talking about mental health in university students, by university students. Giving miracle mental health fixes a go, so you don't have to.;spotify:show:2fJvUtjkBQ2QiR09UkJ3Ow;
The Habitat;;Science, Society & Culture, Personal Journals, Technology;;On a remote mountain in Hawaii, there's a fake planet Mars. Six volunteers are secluded in an imitation Mars habitat where they will work as imitation astronauts for one very real year. The goal: to help NASA understand what life might be like on the red planet—and plan for the day when the dress rehearsals are over, and we blast off for real. Host Lynn Levy has been chronicling this experiment from the moment the crew set foot in their habitat, communicating with them through audio diaries that detail their discoveries, their frustrations, and their evolving and devolving relationships with each other. From those diaries, Gimlet Media has crafted an addictive serialized documentary: the true story of a fake planet.;spotify:show:51zf1djWRn5v5HynVupSlU;
The Harassment of Hitler ;;History;;A true WWII story;spotify:show:5pfB2Wki0ocUmUR3k7wxUE;
The Haunted Halls of West Virginia University;;History;;Have you ever had a peculiar experience on campus? Like hearing the faint sounds of a cow mooing near Woodburn or catching a glimpse of a little girl skipping around the corridors of the MountainLair? With over 150 years of history, there’s bound to be a few past residents roaming around WVU’s campus, and the Daily Athenaeum’s newest podcast series looks to tell their stories. Each week, Appalachian Storyteller Jason Burns joins us to help uncover these stories of real WVU historical figures and places. These stories have been floating around campus for many years, begging to be remembered.;spotify:show:0MQQJsCWHyarJX8orlFjiz;
The Hidden Tigers of Southeast Asia;;Science, Natural Sciences;;"Over the past few decades wild tiger numbers have fallen by a staggering 95%. Today only around 4000 remain. For the survival of our planet's biggest cat, every individual counts. Though Myanmar has long been considered a tiger range country, the IUCN red list states there is no breeding population present - conservation code for game over. But now, the game is back on. 
So sit back, put your headphones in and take a journey with us into the depths of Myanmar's great wildernesses as we search for the Hidden Tigers of Southeast Asia. 

https://wwfmyanmar.exposure.co/the-hidden-tigers";spotify:show:5WRz5mhb28khsalbGvG2NA;
The History Bros;;History;;"Three history educators from different parts of the country tackle historical topics and their modern-day impacts. Sometimes educational and sometimes odd, the Bros are always entertaining.  Support this podcast: <a href=""https://anchor.fm/history-bros/support"" rel=""payment"">https://anchor.fm/history-bros/support</a>";spotify:show:5FuNemnP50vwKKHEhxCGzx;
The History Podcast hosted by Jason Thomason;;History;;We are just history nerds talking all things history!;spotify:show:1XaY3VgHbv5YjlRGq6lVDT;
The Human History Podcast: The Ancients;;History;;"This first season of The Human History Podcast brings us back to the ancients: those earliest civilizations which are responsible for the shape of the world as it is today as much as anything that's happened since. We travel back through time and around the globe as we explore peoples from the Sumerians to the Mayans to the Indus Valley and more. 
This trip through ancient history is hosted by James Baldwin, who's primary interest is in history, economics, and politics. James is neither a historian nor an archaeologist. No academic lectures here. Just a general interest in the story of us. Support this podcast: <a href=""https://anchor.fm/humanhistory/support"" rel=""payment"">https://anchor.fm/humanhistory/support</a>";spotify:show:25VLneFYsTATjxMezVpWSC;
The Indian Storyteller;;History;;Here I share everything I read about Indian culture, philosophy, and the life of significant personalities.;spotify:show:61RReUsRFIgowxIbjKweOy;
The Innovative OT;;Science, Social Sciences;;The Innovative OT podcast is dedicated to building a community of practitioners who are interested in role emerging and role enhancing practice areas. This podcast is all about motivating you to take the next step towards building your dream job outside of the typical OT setting! Listen in on the conversation as Dr. Anderson, OTD, and other OT innovators share their dreams, plans, and aspirations for the field.;spotify:show:5bWc8lgcOyMZa3GgbrPn1o;
The Jarsh Show;;Society & Culture, Documentary;;The Jarsh Show, hosted by Joshua McCreary.;spotify:show:1wXJSBY8tkp6Qzp1Q9bLsu;
The La Crosse Thinkers Podcast;;Science;;The La Crosse Thinkers Podcast interviews local experts on their specialties. If you have someone you would like me to interview, please send their names and potential topics to schen@uwlax.edu.;spotify:show:3yWEoq4VJYoCs4CQaU2DKE;
The Lawmlette Podcast;;Science, Social Sciences;;Devarsh and Suyash are two law students trying to unscramble the absurd secrets of the legal world.;spotify:show:3iyHzou2fNKF4fdV9JBPw5;
The Medical School Podcast;;Science;;"In this podcast, I interview people who have excelled in medical school, pre-med, and residency. We dive deep into their story, and I ask what they know now that they wish they would have known during pre-med, medical school, and residency. Their personal stories will inspire you, and their advice will help you dominate medical school, pre-med, and residency.  Support this podcast: <a href=""https://anchor.fm/themedicalschoolpodcast/support"" rel=""payment"">https://anchor.fm/themedicalschoolpodcast/support</a>";spotify:show:1ADHHdWviasnfMNjwPJ8nA;
The Modern Medic;;Science;;A podcast produced by medics, for medics. The Modern Medic team brings together clinicians and first responders from all over the world to discuss topics in the tactical medical, austere and complex environments. Topics and episodes include military Special Operations Medicine, Street Medicine and Search & Rescue.;spotify:show:3qhzO6vDpBQ4g9kNFYooHw;
The Mom and the Millennial;;Science, Social Sciences;;A “Boomer” mom and her “Millennial” daughter talk through the differences in their generations and their outlooks on social changes.;spotify:show:0rghLek0700lhW5ItHKdH7;
The Moral Science Podcast;;Science, Social Sciences;;A psychologist who is endlessly fascinated with human morality interviews experts who dedicate their careers to understanding it.;spotify:show:0GaXHC2UcuErWfKlMl3dcf;
The Multidimensional Journey;;Science;;"The Multidimensional Journey was formally known as The Spirit of Aya.
NEW BRAND for 2019 and beyond! Every aspect of our lives effects the other, right? RIGHT! The host will now be deep diving into topics such as mental health, fitness, nutrition, trauma, psychedelics (of course), spirituality, finances, and so much more! The goal is to be the number one platform in assisting others in achieving personal greatness with practical and emotional tools! Support this podcast: <a href=""https://anchor.fm/ayahuascakaur/support"" rel=""payment"">https://anchor.fm/ayahuascakaur/support</a>";spotify:show:1GZfVcvD56zroTjSWLdgPl;
The NASS Podcast;;Science;;"The NASS Podcast is a great way to consume education content on-the-go! 

The episodes offer in-depth discussions of a variety of topics in spine from key opinion leaders, including: 3D Printing; ACDF vs. Cervical Disc Replacement; Complications; Laminoplasty vs. ACDF; Neuromonitoring During Spine Surgery; Cellular-Based Allografts; Is Surgery for Axial Back Pain Still an Option?; Surgical Management of Degenerative Spondylolisthesis; SpineLine Author Discussions.";spotify:show:0F6bZdKBFMD8jIoXIchIle;
The Nawicast;;Science;;"I have a passion for science! And also im a snake venom researcher. I guess i’ll talk about snake venom and science! 

I’m from Malaysia. So i may use a little bit of Malay here and there. But mostly english.";spotify:show:3eDgpzufVYPqoZtbsXjkyY;
The Nebraska History Podcast With Luke Dorris;;History;;Nebraska is a truly special place in terms of weather. Few places on earth experience the wide extremes found in that state. This podcast is a look back at various severe weather events, blizzards, floods, droughts, and extreme temperature events that have occurred there.;spotify:show:6CHQLX6WYBC9PSqGmK6y3S;
The Nigerian History Podcast;;History;;The Host takes listeners on a journey across the timeline of Nigerian History. Beginning from the prehistoric ancestors of Nigerians, through the waves of the two thousand year history of monarchies, and to the people who mark the ages as well a glimpse into the lives of people who lived in these times. This is an exploration of our history through many eyes.;spotify:show:3t1CsuH5drONEcAJxjg6m1;
The Orthobullets Podcast;;Science;;A Daily High-Yield review podcast by Orthobullets⏤the Free Learning & Collaboration Community for Orthopaedic Surgery Education.;spotify:show:0I22C9iyvVT3M6DEILuD9F;
The Paleo Podcast ;;Science;;This podcast is all about the prehistoric history of the world! Here, paleontologist discuss the latest research and facts about our distant past. Over the series, the podcast will exhibit many new topics, guest, and more! 🦖🦕🦖🦕🦖🦕🦖🦕🦖;spotify:show:5oNisao3YXFVfdThPh2xC0;
The Past Crusade;;History;;"The Past Crusade is a podcast devoted to history and our opinions on it. Join us as we tell you the stories you can't make up. We host topics every week about historical figures, events, and ideas. Don't like history? Give us a shot. We strive to make history comedic, accessible and interesting! 

The Past Crusade is hosted, created, edited, and recorded by Hunter Holliday and Madilyn LaFleur. 

Special thanks to Anchor and Darrian Mitchell.";spotify:show:0RQ82fTwmU34eLOcwd3ATY;
The Periodic Bagel;;Science;;"Chemjobber and Alex Goldberg banter about the latest in the world of Science and Chemistry, and interview guests who know things.

Our logo was designed by Brendan Burkett (@ChemScrapes); Podcast title was coined by Caroline Landau.

Follow us on Twitter at @PeriodicBagel, @AlexFGoldberg, @Chemjobber";spotify:show:68RtZpG1i7r3EicLrRI2i1;
The Physio Matters Podcast;;Science;;"Putting big mouths and big ideas behind microphones.
The Physio Matters Podcast - Clinical Gold Delivered Direct.

Episodes will feature expert, honest advice, delivered directly to listeners at no cost. Musculoskeletal and Sports Medicine information for those working in physiotherapy, sports therapy, sports rehabilitation, medicine and all divisions of the healthcare industry.";spotify:show:72sUWnfUI0ybSs16YEWvc4;
The Pitts : Stories from the Depths;;History;;"Join Carolyn and Jonsie as they bring you comedic tales of their journeys through ""The Pitts"" of life while sharing some of the most interesting tales of notorious couples throughout history.";spotify:show:2RmOMiO6txtyyGyRSB9J17;
The Plastic Purge;;Science;;Join Dr Chris Newman - on a fact-filled, tip-heavy and occasionally bizarre journey into plastic free living.;spotify:show:7lH4ab0s0jO8kToUkJJZaF;
The Poddy Mullet;;Science, Nature;;"The Poddy Mullet will give you a peek behind the fisheries curtain, giving an insight into the work of fisheries scientists, managers, growers and experts from across Victoria.

Tune in every second Wednesday for your fishing fix, subscribe and make sure to join The Poddy Mullet Facebook group to continue the conversation.
 
www.facebook.com/VictorianFisheries
www.instagram.com/fisheriesvic/
www.twitter.com/VicFisheries";spotify:show:3luslHHztKk9hzTeJzNvpK;
The Raindrop;;Science;;Next Day Forecasts for the Northeast US with additional weather discussion;spotify:show:3doQK3PsMmt5lLqTLpwtiQ;
The Real World with Darrell Terrell ;;Society & Culture, Documentary;;"The Real World with Darrell Terrell has Interviews with Special Guest about Real Life, Personal Experiences, Advice and Success. I also Speak about my own Struggles and Experiences in Hope of reaching and helping others overcome their adversities.  Support this podcast: <a href=""https://anchor.fm/darrell-terrell/support"" rel=""payment"">https://anchor.fm/darrell-terrell/support</a>";spotify:show:2KZWIgdAlQqA9S5u1khjBF;
The Social X Change Project;;Society & Culture, Documentary;;"“The Social X Change Project” (formerly known as The Sheng X Addy Show) started out as a simple idea that quickly transitioned into a meaningful mission. 

The Mission: to simply provide a platform for passionate professionals to share their stories. Each unique guest with a diverse background in their talents, passions, and own areas of expertise; all ready and excited to share their authentic selves, and ideas with YOU. 

Join us as we chat with them about art, business, culture, music, and more!";spotify:show:1FhgRLd37wHjP62ao7FplL;
The Untold History of the United States.;;History;;The Untold History of the United States (also known as History of the United States).;spotify:show:3tgbfCmiPd66Bpctp3fzYx;
The Weathermen;;Science, Nature;;4 guys who love the weather, whether they podcast it or not!;spotify:show:5YZs67qIhLZnlbYl0MwU6Y;
The Weirdest Thing I Learned This Week;;Science;;"At Popular Science, we report and write dozens of science and tech stories every week. And while a lot of the fun facts we stumble across make it into our articles, there are lots of other weird facts that we just keep around the office. So we figured, why not share those with you? Welcome to The Weirdest Thing I Learned This Week. Support this podcast: <a href=""https://anchor.fm/popular-science/support"" rel=""payment"">https://anchor.fm/popular-science/support</a>";spotify:show:1l3aIVJ1FVrHSixsgrJ1f4;
The Wholistic Medicine Woman Podcast;;Science;;"Welcome to the Wholistic Medicine Woman Podcast - a place where we discuss many different healing modalities. Included but not limited to: Ayurveda, Yoga, Meditation, Plant Medicine, Nature Healing, Energy Work, SpiritualityI , Shamanism, Sound Therapy, and so, so much more. 

Hosted by Carli Switzer - a lifelong Seeker who has formally trained as an Ayurveda Wellness Counselor, Yoga Therapist, Corrective Exercise Specialist, Personal Trainer/Group Fitness Instructor, CrossFit Coach, Reiki Practitioner, as well as a Bachelors of Fine Arts focusing on Advertising & Graphic Design.";spotify:show:29vZwp9YKKP4V8hfvGECB3;
The roaring 1920s radio show;;History;;Gurleen: introduction, the group of seven, and plays role of Emily M.  Brianna: flappers and conclusion.   Sehajvir: Jazz and the persons case.;spotify:show:4hMYunMlsMJ3xiLDe69Ver;
Thick & Thin;;Arts, Fashion & Beauty, Design, Health & Fitness, Mental Health, History, Society & Culture, Relationships;;"The musings of a millennial girl living in New York City about life, love & everything in between.

Support this podcast at — https://redcircle.com/thick-and-thin/donations

Advertising Inquiries: https://redcircle.com/brands";spotify:show:6lRgb3fNRoqYh1k7qMvEaW;
This is Rocket Science;;Science, Natural Sciences;;"Run by the Columbia Space Initiative and hosted by Henry Manelski and David Tibbits, ""This is Rocket Science"" explores all things space related. We hope you enjoy it.";spotify:show:1nhfebFtoh0dMptCTBRifo;
Three History Nymphs;;History;;Join Authors Holly-Eloise Walters, Kathi Morehead and self taught historian Amy Logan as they talk all things history. They dive into the figures from long ago that we all know and love. This is a fresh take with lots of humour and interesting opinions rolled in.;spotify:show:2BUOgjsWtj21D644yY1dzV;
Tiny House Podcast;;Science, Earth Sciences;;listen in as we share our knowledge about tiny houses.;spotify:show:6ycmvsTa7Cnk76zhc4nbBI;
Today in True Crime ;;True Crime, Society & Culture, History;;Crime never takes a day off, and neither does Parcast. Every day, we flip back the calendar and examine a true crime event from the same date. It might be the anniversary of an important case being solved, the end of a landmark trial, or a serial killer’s birthday-- whatever the date, there’s no ordinary day in true crime history. In each episode, we present a short true crime story, then analyze the impact of that historic day’s events. Today in True Crime is a Parcast Original, with new episodes daily.;spotify:show:2GmNzw8t4uG70rn4XG9zcC;
Today's RDH Dental Hygiene Podcast;;Science;;The Today's RDH Dental Hygiene Podcast is for curious and passionate dental hygienists, students, and other dental professionals.;spotify:show:73ZP96vesMzM5lw34Us0Vp;
Toki Ukamea: The story of William Mariner;;History;;In 2012, a Tongan man by the name of Tevita Moala came upon the remains of a sunken ship off the coast of Foa, Ha'apai in the Kingdom of Tonga. It was determined that this was the remains of the Port au Prince, a vessel registered to England. How did it get to Tonga and why was it sitting on the bottom of the ocean. This podcast is the fascinating story of the cabin clerk, a young boy by the name of William Mariner, one of the survivors of the Port au Prince who lived in Tonga from 1806 to 1810.;spotify:show:7gctf0DJrEcHewYQXafr8A;
Top 10 American Inventions on science That Changed the World .;;Science;;Science and technology in the United States has a long history, Here some of them.;spotify:show:1zEZdE9zx80Z6F4p0e4qnr;
Turn On The Light;;Science, Nature;;"The podcast to inject hope and faith into a despairing world, with stories of success from species who have made it back from the brink of extinction. Oft times, grassroot and local community efforts have achieved incredible results; showing us all that we can make a difference.";spotify:show:02YaCIkXJfW02NYeDLynLh;
Twice Removed;;History, Society & Culture, Science, Social Sciences;;A new family history podcast hosted by A.J. Jacobs. They say we’re one big family: this is the show that proves it. You will be filled with delight… or abject horror. You never know. It’s family.;spotify:show:7vHqMwiTFlivWCb1XwxKEC;
Two Bees in a Podcast ;;Science;;Meet your “Two Bees in a Podcast” hosts, hear more about their positions and experiences, learn what to expect from this podcast, and how you can be more involved!;spotify:show:1rIh9tQ4jh4ejxarZuPye8;
UNCLE JULZ;;History;;random.;spotify:show:6wvmE5zbBiCnBTEUaTbU8g;
USA true stranger history.;;History;;Some stranger thing really happened in USA history.;spotify:show:4LxhElCBHzl9Gg85RJzbU6;
Uncivil;;History, News, Education;;America is divided, and it always has been. We're going back to the moment when that split turned into war. This is Uncivil: Gimlet Media's new history podcast, hosted by journalists Jack Hitt and Chenjerai Kumanyika. We ransack the official version of the Civil War, and take on the history you grew up with. We bring you untold stories about covert operations, corruption, resistance, mutiny, counterfeiting, antebellum drones, and so much more. And we connect these forgotten struggles to the political battlefield we’re living on right now.;spotify:show:3ZFCdzRJWGMhok1x69IHRU;
Under The Tooth ;;Science;;A platform for dentists to connect and hear about the unique experiences of those in the dental field. Also a fun way of learning something new.;spotify:show:6qCk3kxYKAnvErVf9TwoXh;
Understanding Pychopaths;;Science;;"Students talk about psychopathy. 
Cover art photo provided by Callie Gibson on Unsplash: https://unsplash.com/@calliebec95";spotify:show:1vBaeduMIVkgSH07FfRIt3;
Undone;;News, History, Society & Culture, Personal Journals;;"When big news happens, the world tunes in and then moves on. But often the stories we thought were over haven’t really ended; they were the beginning of something else. Undone is a new show from Gimlet Media that digs up the surprising things that happened when we weren’t looking.";spotify:show:1DpjNPz2R1uJoBABi8TAMm;
Unexplained Mysteries;;History, True Crime, Society & Culture;;“We don’t know.” answers too many questions. But in this podcast, we don’t take “we don’t know” for an answer. Every Thursday, Unexplained Mysteries investigates the greatest mysteries of history and life on earth, because the answer “we don’t know” is always the scariest. Unexplained Mysteries is part of the Parcast Network and is a Cutler Media production.;spotify:show:1Xe0dRpQCrwi59H2CJWtYf;
Unsolved Murders: True Crime Stories;;True Crime, Society & Culture, History;;Unsolved Murders: True Crime Stories is a podcast drama with a modern twist on old time radio that delves into the mystery of true cold cases and unsolved murders. With the help of an ensemble cast, follow our hosts as they take you on an entertaining journey through the crime scene, the investigation and attempt to solve the case. With many surprising plot twists, it’s important you start listening from the first episode of a cold case. New episodes are released every Tuesday. Unsolved Murders: True Crime Stories is part of the Parcast Network and is a Cutler Media Production.;spotify:show:6Mk7Wk6cmrgXWnitO3NdYe;
Vietnam War History;;History;;A Podcast all about the Vietnam War;spotify:show:2zVjPyjb6wuoIyp2EQeRCj;
Villains ;;True Crime, History, Arts;;Bad guys. Black hats. Evildoers. They are the bane of every hero’s existence…and the subject of Parcast’s dastardly new original series, Villains. Every Friday, Villains will dissect the greatest foils from history and fiction—uncovering origins, analyzing impacts, and exploring the complexity of character and motive. Villains is a Parcast Network original production.;spotify:show:5g3bKExpQ6rYwxTV4e0Tap;
Vulgar History;;History;;A feminist women's history comedy podcast about the scandalicious stories of people from olden times. Hosted by Ann Foster.;spotify:show:0xmlVmdhWg1HBBpSQkeqZV;
WW2 Memories;;History;;Linn shares with Bobbie his memories as a young soldier in WW2;spotify:show:1U9QvHVg9m2Q8Sx4595bLZ;
We're Not Zombies;;Science, Life Sciences;;Comedy podcast (or attempt) all about the wonderful complexity of your noggin. Each episode we cover a new brain disease/disorder. Your lovely podcast hosts are Nina and Beth, neuroscience students that love chatting about that big bit of squish between your ears, and have a right laugh doing so.;spotify:show:22hwlgTkINnK9XGV7MfxmV;
Weimar Germany 1919 to 1923;;History;;The episodes in this podcast will be to support GCSE History students who are studying Germany 1890 to 1945 and Conflict and Tension in international relations in the period 1918 to 1939.;spotify:show:2DRj6YPHxS1ShDB8tv5L1o;
Weird Historian;;History;;Human anomalies, Spiritualists, quack scientists, and other odd characters and stories from the weirdest pages of history. All brought to you by author Marc Hartzman.;spotify:show:5EfzInmCgwmypFOAdOHbtu;
Western Isles Weather ;;Science;;Updates on the weather for the Western isles of Scotland.;spotify:show:3RofgboyJRzkhw8PfQSaNb;
What It Do, What It Is!;;Science, Social Sciences;;"Non-Filtered Discussions with Real People, Real Experiences, Random Events and Topics and Ultimately just a Chill Ass Vibe! So if you don’t know What It Do? You’re about to find out What It Is! Support this podcast: <a href=""https://anchor.fm/whatitdowhatitis/support"" rel=""payment"">https://anchor.fm/whatitdowhatitis/support</a>";spotify:show:4LYIGl672Vw0jTHlHfJQjw;
What On Earth: The Sustainable Podcast;;Science, Earth Sciences;;"What On Earth: The Sustainable Podcast sees Sarah and Ross discuss the issues affecting our planet with a different topic each week. It's a lighthearted, chatty and informative look at climate change, backed up by the experts at environmental charity, Hubbub.

Created by Hubbub 
Presented by Sarah Divall &amp; Ross Buchanan";spotify:show:1ANaiJknRax9DyqJUSSDrZ;
What The Hetrick!?;;Science;;Science and Much Much More!;spotify:show:0ijZ47eHyilDd7r8YkqbB6;
When We Were Young ;;History;;Two guys from Perth Western Australia chopping it up over toys, Movies and Nostalgia.;spotify:show:4CgpjUaRMeukHZSmV39Moe;
Where Was This In History Class?;;History;;This podcast seeks to provide high school and college students, as well as history buffs, with the story behind some of history's greatest events and its characters. We hope to fill in the gaps that textbooks leave behind and we hope to do this in an exciting and engaging format. Whether you are taking a class, studying for an exam, or just want to know more about history, this podcast is a great place to start.;spotify:show:5kWTP7pP9sV7EgfZMeINUJ;
White Rice For Black People;;Science, Social Sciences;;Podcast for the most ubiquitous people out there.;spotify:show:4I7xAadwnU6ER4gPOi1wV8;
Who was Alexander the great?;;History;;In the past, heroes were admired for their improbable exploit. Let’s have a look at the story of Alexander the great, his early life, battles and death.;spotify:show:1enhXHS24pPV0Zjyi5dRzJ;
Wicked History;;History;;"Take a wicked walk thru history with tales of murder, mystery and the macabre with me. I'm Delilah Taylor, a weird history researcher with a passion for creepy stories.
I have traveled to some of the scariest places on earth in search of bizarre legends and murderous tragedies.
Just a few places include Salem Massachusetts Witch Trials Trail, The Jack the Ripper Murder Walk, New Orleans Cemetery Tour and Savannah Ga Ghost Hunt. 
In this podcast I'm sharing frightening tragedies with you. Support this podcast: <a href=""https://anchor.fm/wickedhistory/support"" rel=""payment"">https://anchor.fm/wickedhistory/support</a>";spotify:show:4D1kUUCVtdrZJUWsoLC2YO;
Wild Animals;;Science, Natural Sciences;;Crazy stories about animals, told by the people who study them.;spotify:show:1M5daW5fcOtXOjYkHkrZQF;
